,Unnamed: 0,anime_id,name,genre,type,episodes,rating,members
6173,6173,3845,mahoutsukai chappy,"Adventure, Kids, Magic",TV,39.0,6.23,240.0
6174,6174,9043,majuu sensen,"Action, Fantasy",OVA,3.0,6.23,320.0
6175,6175,1885,master of epic the animation age,"Comedy, Fantasy, Game",TV,12.0,6.23,1139.0
6176,6176,2226,mori no tonto tachi,"Fantasy, Kids",TV,23.0,6.23,278.0
6177,6177,8842,oishinbo nichibei kome sensou,"Comedy, Seinen, Slice of Life",Movie,1.0,6.23,199.0
6178,6178,31676,persona 2 another self,"Action, Demons, Fantasy, Supernatural",Special,1.0,6.23,1178.0
6179,6179,14663,queen 039 s blade rebellion vs hagure yuusha no aesthetica,"Action, Ecchi, Fantasy",Special,1.0,6.23,8780.0
6180,6180,3642,shina dark kuroki tsuki no ou to souheki no tsuki no himegimi,"Ecchi, Fantasy, Harem, Music",Music,4.0,6.23,3730.0
6181,6181,31133,shounen sunday cm gekijou inuyasha hen,"Action, Demons, Fantasy",Special,2.0,6.23,1218.0
6182,6182,17379,street fighter ii yomigaeru fujiwara kyou toki wo kaketa fighter tachi,"Action, Historical, Martial Arts, Shounen",OVA,1.0,6.23,776.0
6183,6183,10199,super doll licca chan licca chan zettai zetsumei doll knights no kiseki,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",Movie,1.0,6.23,295.0
6184,6184,13965,thermae romae x loft collaboration,"Comedy, Historical, Seinen",Special,1.0,6.23,467.0
6185,6185,4616,yumemiru topo gigio,"Adventure, Comedy, Kids",TV,13.0,6.23,429.0
6186,6186,1228,chivas 1 2 3,"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,2.0,6.22,2011.0
6187,6187,21999,duel masters victory v3,"Action, Adventure, Comedy, Shounen",TV,51.0,6.22,364.0
6188,6188,17727,haitai nanafa 2nd season,"Comedy, Supernatural",TV,13.0,6.22,1915.0
6189,6189,1156,i wish you were here,"Action, Drama, Mystery, Sci-Fi",TV,4.0,6.22,6017.0
6190,6190,10354,kakomareta sekai,Drama,ONA,1.0,6.22,786.0
6191,6191,23735,kenzen robo daimidaler specials,"Comedy, Ecchi, Mecha, Seinen",Special,6.0,6.22,3816.0
6192,6192,1955,kimagure robot,"Comedy, Fantasy, Sci-Fi",TV,10.0,6.22,1521.0
6193,6193,3595,kujakuou,"Action, Demons, Horror",OVA,3.0,6.22,949.0
6194,6194,2461,metal skin panic madox 01,"Action, Mecha, Sci-Fi",OVA,1.0,6.22,2030.0
6195,6195,30168,miss monochrome watashi dake no monogatari,Music,Music,1.0,6.22,1634.0
6196,6196,2851,ninku movie ,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1.0,6.22,887.0
6197,6197,8312,piece,Music,Music,1.0,6.22,1143.0
6198,6198,13927,sacred seven shirogane no tsubasa picture drama,"Action, Comedy, School, Sci-Fi, Super Power",Special,2.0,6.22,1589.0
6199,6199,6889,time bokan series zenderman,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,52.0,6.22,298.0
6200,6200,8928,visions of frank short films by japan 039 s most audacious animators,Dementia,Movie,9.0,6.22,267.0
6201,6201,25967,backkom sports,"Comedy, Kids, Sports",TV,52.0,6.21,131.0
6202,6202,5469,birthday boy,"Action, Drama, Historical, Military",Movie,1.0,6.21,1196.0
6203,6203,6484,chokin senshi cashman,"Action, Comedy",OVA,1.0,6.21,366.0
6204,6204,2693,detatoko princess,"Comedy, Fantasy",OVA,3.0,6.21,1220.0
6205,6205,3813,gekkou no pierce yumemi to gin no bara no kishidan,"Fantasy, Mystery, Romance, Shoujo",OVA,1.0,6.21,348.0
6206,6206,2322,giant robo gaiden ginrei,"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power",OVA,3.0,6.21,2223.0
6207,6207,1234,hand maid mai,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1.0,6.21,2621.0
6208,6208,9944,hime gal paradise,Shoujo,OVA,9.0,6.21,563.0
6209,6209,6071,juuippiki no neko,Fantasy,Movie,1.0,6.21,400.0
6210,6210,766,kishin houkou demonbane,"Comedy, Drama, Mecha, Sci-Fi",OVA,1.0,6.21,7024.0
6211,6211,556,koutetsu tenshi kurumi zero,"Drama, Romance, Sci-Fi",OVA,3.0,6.21,3896.0
6212,6212,669,kujibiki unbalance,"Comedy, Romance, School",OVA,3.0,6.21,8291.0
6213,6213,2791,makasete iruka ,"Action, Comedy, School",OVA,1.0,6.21,893.0
6214,6214,14049,mashiro iro symphony airi ga anata no kanojo ni ,"Harem, Romance",Special,1.0,6.21,6004.0
6215,6215,11693,match uri no shoujo,"Drama, Kids",Movie,1.0,6.21,158.0
6216,6216,3336,mezame no hakobune,Fantasy,OVA,1.0,6.21,1867.0
6217,6217,2304,mobile suit sd gundam mk iv,"Mecha, Parody, Sci-Fi",OVA,2.0,6.21,1756.0
6218,6218,1975,mutekiou tri zenon,"Mecha, Sci-Fi",TV,22.0,6.21,483.0
6219,6219,17237,peeping life world history,"Comedy, Historical, Slice of Life",ONA,40.0,6.21,361.0
6220,6220,12065,queen 039 s blade ova specials,"Action, Adventure, Ecchi, Fantasy",Special,2.0,6.21,5535.0
6221,6221,28447,shingeki no bahamut genesis recap,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",Special,1.0,6.21,6785.0
6222,6222,12367,shining hearts shiawase no pan,"Action, Fantasy",TV,12.0,6.21,27273.0
6223,6223,7416,socket,Kids,OVA,1.0,6.21,157.0
6224,6224,2314,tobe kujira no peek,"Adventure, Drama",Movie,1.0,6.21,286.0
6225,6225,16363,vanquished queens,"Action, Adventure, Ecchi, Fantasy",OVA,4.0,6.21,5462.0
6226,6226,22831,abarenbou rikishi matsutarou,"Seinen, Sports",TV,23.0,6.2,5568.0
6227,6227,16211,bakumatsu gijinden roman,"Fantasy, Historical",TV,12.0,6.2,7816.0
6228,6228,23037,bakumatsu rock,"Action, Comedy, Historical, Music, Shoujo",TV,12.0,6.2,18680.0
6229,6229,1468,baoh raihousha,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,1.0,6.2,5520.0
6230,6230,1055,blame ,"Mecha, Sci-Fi",ONA,6.0,6.2,13802.0
6231,6231,2723,d4 princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24.0,6.2,1514.0
6232,6232,19235,dance dance dance,"Fantasy, Music",Music,1.0,6.2,376.0
6233,6233,19165,fate zero cafe,"Comedy, Parody",Movie,1.0,6.2,8130.0
6234,6234,2833,gulliver no uchuu ryokou,"Adventure, Sci-Fi",Movie,1.0,6.2,527.0
6235,6235,3434,hey bumboo,"Adventure, Cars, Kids",TV,130.0,6.2,677.0
6236,6236,9911,houkago no pleiades,Magic,ONA,4.0,6.2,13618.0
6237,6237,932,ichigeki sacchuu hoihoi san,"Comedy, Sci-Fi, Slice of Life",OVA,1.0,6.2,5404.0
6238,6238,588,itsudatte my santa ,"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,2.0,6.2,8206.0
6239,6239,12965,jewelpet movie sweets dance princess,"Fantasy, Magic, Shoujo",Movie,1.0,6.2,581.0
6240,6240,1926,jishu seisaku movie binchou tan,"Music, Slice of Life",Music,1.0,6.2,1781.0
6241,6241,23753,kishin houkou demonbane tv specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,2.0,6.2,571.0
6242,6242,8180,koisuru tenshi angelique chibi character adventure 2,"Adventure, Comedy",Special,1.0,6.2,416.0
6243,6243,7532,kuroi kikori to shiroi kikori,Fantasy,Movie,1.0,6.2,179.0
6244,6244,7294,licca chan fushigi na mahou no ring,"Adventure, Fantasy",OVA,2.0,6.2,295.0
6245,6245,1874,love love specials,"Comedy, Ecchi, Harem, Romance",Special,4.0,6.2,3935.0
6246,6246,25543,m3 sono kuroki hagane recap,"Action, Mecha",Special,1.0,6.19,1022.0
6247,6247,3183,maps densetsu no samayoeru seijin tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1.0,6.2,402.0
6248,6248,1175,metal fighter miku,"Comedy, Sci-Fi, Shounen, Sports",TV,13.0,6.2,1377.0
6249,6249,1940,outlanders,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1.0,6.2,2655.0
6250,6250,3600,sengoku kitan youtouden,"Action, Demons, Martial Arts",OVA,3.0,6.2,982.0
6251,6251,1099,shadow skill kurudaryuu kousatsuhou no himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1.0,6.2,1449.0
6252,6252,31402,soul worker your destiny awaits,"Action, Fantasy, Sci-Fi",ONA,5.0,6.2,430.0
6253,6253,2421,super kuma san,"Comedy, Fantasy",Special,1.0,6.2,534.0
6254,6254,32816,teekyuu 6 specials,"Comedy, Shounen, Sports",Special,2.0,6.2,677.0
6255,6255,13983,thermae romae kodai romajin ga uchuu e,"Comedy, Seinen, Space",Special,1.0,6.2,749.0
6256,6256,11919,zoku attacker you kin medal e no michi,"Romance, Sports",TV,52.0,6.2,340.0
6257,6257,5628,21 emon,"Comedy, Sci-Fi, Space",TV,39.0,6.19,314.0
6258,6258,2051,akai kiba blue sonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5.0,6.19,1024.0
6259,6259,3675,andromeda stories,"Action, Drama, Fantasy, Sci-Fi, Space",Special,1.0,6.19,737.0
6260,6260,5673,apfelland monogatari,"Adventure, Drama, Historical",Movie,1.0,6.19,818.0
6261,6261,19959,barbapapa 1977 ,"Comedy, Fantasy, Kids",TV,48.0,6.19,236.0
6262,6262,2824,barbapapa sekai wo mawaru,"Adventure, Comedy",TV,50.0,6.19,528.0
6263,6263,12447,ben to picture drama,Comedy,Special,6.0,6.19,6718.0
6264,6264,33522,chiba pedal yowamushi pedal to manabu jitensha koutsuuanzen,"Shounen, Sports",ONA,6.0,6.2,1867.0
6265,6265,16508,ebiten kouritsu ebisugawa koukou tenmonbu specials,"Comedy, Ecchi, Parody, School, Shounen",Special,5.0,6.19,2744.0
6266,6266,15993,ginga e kickoff natsuyasumi special,Sports,Special,1.0,6.19,762.0
6267,6267,31454,gundam g no reconguista from the past to the future,"Action, Mecha, Sci-Fi, Space",Special,1.0,6.2,736.0
6268,6268,29975,gunslinger stratos,"Action, Sci-Fi",ONA,1.0,6.19,2666.0
6269,6269,3178,hengen taima yakou karura mau nara onryou emaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1.0,6.19,506.0
6270,6270,17887,ichirin sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1.0,6.19,804.0
6271,6271,10751,kikou kai galient ova,"Action, Fantasy, Mecha, Sci-Fi",OVA,3.0,6.19,328.0
6272,6272,1990,mahou gakuen lunar aoi ryuu no himitsu,"Comedy, Fantasy, Magic",Movie,1.0,6.19,833.0
6273,6273,9098,mobile suit sd gundam festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1.0,6.19,913.0
6274,6274,21587,mou hitotsu no mirai wo ,Sci-Fi,ONA,3.0,6.19,6580.0
6275,6275,10688,muybridge no ito,Drama,Movie,1.0,6.19,797.0
6276,6276,22031,samurai gun special,"Action, Historical, Seinen",Special,1.0,6.19,370.0
6277,6277,10869,scan2go,"Cars, Kids, Shounen, Space, Sports",TV,52.0,6.19,642.0
6278,6278,21441,taisei kensetsu sri lanka kousokudouro,Drama,Special,1.0,6.19,1906.0
6279,6279,1452,the samurai,"Comedy, Romance, School, Shounen",OVA,1.0,6.19,839.0
6280,6280,1979,tobira wo akete 1995 ,"Dementia, Fantasy",OVA,1.0,6.19,2351.0
6281,6281,31581,tsuritama harikitte contest,"Comedy, Sci-Fi, Slice of Life, Sports",Special,1.0,6.19,913.0
6282,6282,14359,vocaloid china project senden animation,"Fantasy, Music",Music,5.0,6.19,1582.0
6283,6283,16738,wooser no sono higurashi ken to pants to wooser to,"Comedy, Fantasy, Slice of Life",Special,1.0,6.19,2209.0
6284,6284,20355,zeonic toyota special movie,Cars,ONA,2.0,6.19,1251.0
6285,6285,30137,big order,"Action, Shounen, Super Power",OVA,1.0,6.18,17237.0
6286,6286,7621,chuumon no ooi ryouriten,"Fantasy, Horror, Supernatural",Movie,1.0,6.18,374.0
6287,6287,15043,haitai nanafa,"Comedy, Supernatural",TV,13.0,6.18,5907.0
6288,6288,2892,hakushon daimaou,"Comedy, Fantasy",TV,52.0,6.18,692.0
6289,6289,28093,hana wa saku touhoku ni saku,"Fantasy, Kids",Special,1.0,6.18,557.0
6290,6290,7363,hokuto no ken legend of heroes,"Action, Martial Arts",Special,1.0,6.18,1906.0
6291,6291,3259,lemon angel 1988 ,Ecchi,TV,9.0,6.18,567.0
6292,6292,19769,mahou sensou,"Action, Fantasy, Magic",TV,12.0,6.18,104192.0
6293,6293,21013,marvel disk wars the avengers,"Action, Kids, Super Power",TV,51.0,6.18,3953.0
6294,6294,545,mousou kagaku series wandaba style,"Comedy, Sci-Fi",TV,12.0,6.18,2077.0
6295,6295,31111,nisshin seifun group cm,"Kids, Slice of Life",Special,3.0,6.18,380.0
6296,6296,12393,oyako club,"Comedy, Slice of Life",TV,1818.0,6.18,160.0
6297,6297,8446,sai part 1 revolving to the core,"Fantasy, Music",Music,1.0,6.18,306.0
6298,6298,34048,seoul yeok,"Horror, Thriller",Movie,1.0,6.18,405.0
6299,6299,7004,shin calimero,Comedy,TV,52.0,6.18,1016.0
6300,6300,989,shinshaku sengoku eiyuu densetsu sanada juu yuushi,"Historical, Military",Special,1.0,6.18,560.0
6301,6301,3818,soratobu toshi keikaku,"Music, Sci-Fi",Music,1.0,6.18,1163.0
6302,6302,27677,stratos 4 ova stratos 4 1 dutch roll,"Action, Military, Parody, Sci-Fi",Special,1.0,6.18,239.0
6303,6303,3762,the borgman last battle,"Action, Demons, Sci-Fi, Shounen",OVA,1.0,6.18,386.0
6304,6304,5923,utsunomiko heaven chapter,"Adventure, Demons, Fantasy",OVA,13.0,6.18,333.0
6305,6305,20587,ashinaga ojisan,"Comedy, Drama, Shoujo",Special,1.0,6.17,232.0
6306,6306,25431,chain chronicle short animation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8.0,6.17,2814.0
6307,6307,310,chiisana obake acchi kocchi socchi,"Comedy, Supernatural",TV,50.0,6.17,1226.0
6308,6308,29876,chu feng b e e,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6.0,6.17,11481.0
6309,6309,5052,eightman,"Action, Drama, Mecha, Sci-Fi",TV,56.0,6.17,629.0
6310,6310,19431,gokujo souda onsen ni ikou ,"Comedy, Ecchi, Shoujo Ai",Special,1.0,6.17,2288.0
6311,6311,18953,hitotsubu ni kawaranu ai wo komete,"Magic, Slice of Life",ONA,1.0,6.17,1287.0
6312,6312,25429,isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10.0,6.17,63638.0
6313,6313,10908,kakko kawaii sengen 2,Comedy,TV,10.0,6.17,324.0
6314,6314,31044,kamisama minarai himitsu no cocotama,"Fantasy, Kids, Magic",TV,2.0,6.17,1413.0
6315,6315,22847,kara no kyoukai mirai fukuin manner movie,Drama,Movie,1.0,6.17,4260.0
6316,6316,8316,kawasaki frontale x tentai senshi sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4.0,6.17,363.0
6317,6317,12141,kaze no matasaburou,"Fantasy, Kids, Slice of Life",OVA,1.0,6.17,371.0
6318,6318,4689,kaze no toori michi,Music,Music,1.0,6.17,1902.0
6319,6319,28811,last exile doyou no asa,"Comedy, Parody, Sci-Fi",Special,3.0,6.17,626.0
6320,6320,624,mouse,"Action, Comedy, Ecchi, Harem, Shounen",TV,12.0,6.17,10979.0
6321,6321,5085,nakedyouth,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1.0,6.17,4125.0
6322,6322,12677,ozma,"Action, Sci-Fi",TV,6.0,6.17,11556.0
6323,6323,2781,saint luminous jogakuin,"Mystery, Psychological, Supernatural",TV,13.0,6.17,1701.0
6324,6324,2476,school days,"Drama, Harem, Romance, School",TV,12.0,6.17,279183.0
6325,6325,6268,sekishoku elegy,Romance,OVA,1.0,6.17,397.0
6326,6326,10718,soliton no akuma,"Drama, Military, Sci-Fi",Movie,1.0,6.17,412.0
6327,6327,25635,space dandy picture drama,"Comedy, Sci-Fi, Space",Special,2.0,6.17,2399.0
6328,6328,30648,stitch zutto saikou no tomodachi special,"Adventure, Comedy, Kids",Special,1.0,6.17,189.0
6329,6329,17209,suzy 039 s zoo daisuki witzy happy birthday,Kids,Special,1.0,6.17,158.0
6330,6330,14367,tenshi na konamaiki specials,Shounen,Special,13.0,6.18,504.0
6331,6331,3787,the choujo,"Comedy, Sci-Fi, Super Power",OVA,1.0,6.17,1525.0
6332,6332,5515,wakusei robo danguard ace uchuu daikaisen,"Mecha, Sci-Fi",Movie,1.0,6.17,220.0
6333,6333,1349,a d police tv ,"Action, Mecha, Sci-Fi, Shounen",TV,12.0,6.16,5547.0
6334,6334,32171,ange vierge,"Adventure, Fantasy, Magic, School",TV,12.0,6.16,21934.0
6335,6335,32353,bonobono 2016 ,Comedy,TV,2.0,6.16,760.0
6336,6336,7164,catman specials,"Comedy, Fantasy, Slice of Life",Special,4.0,6.16,346.0
6337,6337,1106,eikyuu kazoku,"Comedy, Psychological",Movie,1.0,6.16,5305.0
6338,6338,5178,first squad the moment of truth,"Action, Historical, Military, Super Power, Supernatural",Movie,1.0,6.16,25040.0
6339,6339,23179,kyoukai no rinne,"Comedy, Supernatural",Special,1.0,6.16,2983.0
6340,6340,31137,mahou shoujo lyrical nanoha vivid special program,"Action, Magic",Special,1.0,6.15,1026.0
6341,6341,32248,masamune datenicle,"Action, Historical, Samurai, Super Power",ONA,2.0,6.16,846.0
6342,6342,33281,mori no andou,Comedy,ONA,1.0,6.17,623.0
6343,6343,32805,nyanbo ,Comedy,TV,26.0,6.16,2886.0
6344,6344,10796,softenni specials,"Comedy, Ecchi, School, Sports",Special,6.0,6.16,2902.0
6345,6345,2291,tatakae iczer 1,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3.0,6.16,3126.0
6346,6346,28925,youkai watch best 10,"Comedy, Kids, Supernatural",Special,1.0,6.16,231.0
6347,6347,32826,yuuki no baton,Music,Music,1.0,6.16,549.0
6348,6348,5503,atagoal wa neko no mori,Kids,Movie,1.0,6.15,483.0
6349,6349,20855,bacterial contamination,"Dementia, Horror, Music",Music,1.0,6.15,1643.0
6350,6350,4534,choujin locke shinsekai sentai,"Action, Sci-Fi, Super Power",OVA,2.0,6.15,530.0
6351,6351,4907,daikyouryuu jidai,Sci-Fi,Movie,1.0,6.15,275.0
6352,6352,10766,detective conan vs wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2.0,6.15,2587.0
6353,6353,9445,gunparade orchestra ova,Mecha,OVA,3.0,6.15,394.0
6354,6354,515,hajimari no boukensha tachi legend of crystania,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1.0,6.15,2893.0
6355,6355,4126,mahou no tenshi creamy mami lovely serenade,Music,Music,1.0,6.15,385.0
6356,6356,8409,marie amp gali ver 2 0,Comedy,TV,30.0,6.15,499.0
6357,6357,1838,mitsu x mitsu drops,"Drama, Romance, School, Shoujo",OVA,2.0,6.15,16436.0
6358,6358,21649,mitsuwano,Slice of Life,OVA,1.0,6.15,2794.0
6359,6359,3176,nessa no haou gandalla,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26.0,6.15,637.0
6360,6360,9575,nodoka mori no doubutsu daisakusen,Fantasy,Special,1.0,6.15,160.0
6361,6361,17787,ouritsu uchuugun honneamise no tsubasa pilot film,"Sci-Fi, Seinen",Special,1.0,6.15,705.0
6362,6362,30851,q transformers saranaru ninki mono e no michi,"Mecha, Parody, Slice of Life",TV,13.0,6.15,210.0
6363,6363,2095,salamander,"Adventure, Sci-Fi",OVA,3.0,6.15,597.0
6364,6364,33734,samurai noodles the originator,"Historical, Samurai",ONA,1.0,6.15,254.0
6365,6365,3759,school days valentine days,"Comedy, Romance, School",OVA,1.0,6.15,32917.0
6366,6366,2245,seraphim call,"Drama, Romance, Sci-Fi",TV,12.0,6.15,2434.0
6367,6367,23151,shounen hollywood holly stage for 49,"Music, Shoujo, Slice of Life",TV,13.0,6.15,10776.0
6368,6368,32343,subarashii sekai,"Fantasy, Music",Music,1.0,6.15,165.0
6369,6369,4685,takane no jitensha,"Fantasy, School",Special,1.0,6.15,1583.0
6370,6370,29801,the idolm ster million live 1st anniversary pv,Drama,Special,1.0,6.15,1292.0
6371,6371,10261,toufu kozou,Comedy,Movie,1.0,6.15,295.0
6372,6372,4615,yama nezumi rocky chuck,"Adventure, Fantasy, Kids",TV,52.0,6.15,507.0
6373,6373,2536,angelique shiroi tsubasa no memoire,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,2.0,6.14,1871.0
6374,6374,25077,bakumatsu rock mystery onsen kaijiken ze yo ,Music,OVA,1.0,6.14,1455.0
6375,6375,3764,chouon senshi borgman 2 shin seiki 2058,"Action, Demons, Sci-Fi, Shounen",OVA,3.0,6.14,319.0
6376,6376,2754,cleopatra d c ,"Action, Adventure, Sci-Fi",OVA,3.0,6.14,1074.0
6377,6377,2575,don chuck monogatari,"Adventure, Kids, Slice of Life",TV,26.0,6.14,411.0
6378,6378,3525,extra,"Action, Dementia, Horror, Music, Sci-Fi",Music,1.0,6.14,2401.0
6379,6379,32747,fake style ii,Music,Music,1.0,6.14,82.0
6380,6380,22099,hero bank,"Game, Kids",TV,51.0,6.15,1946.0
6381,6381,2483,kaitouranma the animation,"Action, Adventure, Martial Arts, Samurai",OVA,2.0,6.14,1512.0
6382,6382,3576,kodai ouja kyouryuu king,"Adventure, Fantasy, Kids",TV,49.0,6.14,4402.0
6383,6383,29517,kumi to tulip,"Kids, Sci-Fi",Movie,1.0,6.14,999.0
6384,6384,1097,lime iro senkitan,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13.0,6.14,6176.0
6385,6385,17719,mahoutsukai sally movie ,"Comedy, Magic, Shoujo",Movie,1.0,6.14,202.0
6386,6386,18729,marginal prince gekkeiju no ouji tachi tokyo merry go round,"Romance, School, Shounen Ai",Special,1.0,6.13,728.0
6387,6387,18365,mazinger zip ,"Comedy, Mecha",TV,237.0,6.14,273.0
6388,6388,1155,melty lancer,"Adventure, Comedy, Sci-Fi, Space",OVA,6.0,6.14,1035.0
6389,6389,22381,nandaka velonica,"Comedy, Fantasy, Kids",TV,10.0,6.14,737.0
6390,6390,10736,precure kara minna e no ouen movie,"Fantasy, Magic, Shoujo",ONA,1.0,6.14,893.0
6391,6391,28715,rusty nail,"Action, Music, Sci-Fi",Music,1.0,6.14,417.0
6392,6392,3398,shin hurricane polymar,"Action, Martial Arts, Sci-Fi, Super Power",OVA,2.0,6.14,752.0
6393,6393,25889,stitch itazura alien no daibouken uchuu ichi no oniichan,"Adventure, Comedy, Kids, Sci-Fi",Special,1.0,6.14,219.0
6394,6394,546,wind a breath of heart tv ,"Drama, Romance, School, Supernatural",TV,13.0,6.14,7778.0
6395,6395,6076, quot eiji quot ,"Comedy, Drama, Sports",OVA,1.0,6.13,805.0
6396,6396,8939,bohemian rhapsody,"Music, Sci-Fi, Space",Music,1.0,6.13,3005.0
6397,6397,29974,diabolik lovers more blood,"Harem, School, Shoujo, Vampire",TV,12.0,6.13,37924.0
6398,6398,32745,fake style,Music,Music,1.0,6.13,85.0
6399,6399,24817,fantasista stella,"Shounen, Sports",OVA,3.0,6.13,486.0
6400,6400,15577,hello kitty no fushigi no kuni no alice,"Fantasy, Kids",OVA,1.0,6.13,240.0
6401,6401,19581,houseki no kuni,"Fantasy, Sci-Fi, Seinen",ONA,1.0,6.13,1156.0
6402,6402,1084,i 039 039 s,"Drama, Romance",OVA,2.0,6.13,6419.0
6403,6403,12755,mahoutsukai jiji,"Fantasy, Magic, Music",ONA,1.0,6.13,1039.0
6404,6404,25113,majokko shimai no yoyo to nene movie extra hatsukoi mikako komatsu,Music,Special,1.0,6.13,863.0
6405,6405,8130,mighty orbots,"Adventure, Comedy, Mecha, Sci-Fi",TV,13.0,6.13,210.0
6406,6406,2468,nineteen 19,"Drama, Romance",OVA,1.0,6.13,1402.0
6407,6407,16345,ninku knife no bohyou,"Action, Adventure, Comedy, Martial Arts, Shounen",Special,1.0,6.13,280.0
6408,6408,18039,rescue me ,"Ecchi, Harem, Romance",OVA,1.0,6.13,14381.0
6409,6409,25441,shin strange special,"Comedy, Shoujo, Slice of Life",Special,1.0,6.13,1094.0
6410,6410,15505,shining hearts shiawase no pan specials,Fantasy,Special,6.0,6.13,1572.0
6411,6411,1786,sprite between two worlds,"Comedy, Ecchi, Romance, School",OVA,2.0,6.13,810.0
6412,6412,32563,starry tales seiza wa toki wo koete,"Fantasy, Space",Movie,1.0,6.13,286.0
6413,6413,17871,yonhyakunijuu renpai girl,"Comedy, Romance, School",Special,1.0,6.13,2852.0
6414,6414,1267,yoroiden samurai troopers message,"Adventure, Fantasy, Samurai, Shounen",OVA,5.0,6.13,1299.0
6415,6415,2163,aika r 16 virgin mission,"Action, Comedy, Ecchi",OVA,3.0,6.12,13346.0
6416,6416,5157,alexander senki movie,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,1.0,6.12,1258.0
6417,6417,7156,arei no kagami way to the virgin space,"Action, Adventure, Sci-Fi, Space",Movie,1.0,6.12,549.0
6418,6418,10501,bannou yasai ninninman,"Comedy, Supernatural",Movie,1.0,6.13,3612.0
6419,6419,29823,channel 5 5 3rd season,"Comedy, Parody",ONA,4.0,6.12,280.0
6420,6420,23483,decorator,Music,Music,1.0,6.12,880.0
6421,6421,8490,digimon adventure 3d digimon grand prix ,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",Movie,1.0,6.12,4882.0
6422,6422,10691,downloader,Music,Music,1.0,6.12,3680.0
6423,6423,19871,gaist crusher,"Action, Fantasy, Supernatural",TV,51.0,6.12,1294.0
6424,6424,33709,garo guren no tsuki special,"Action, Demons, Fantasy, Magic, Supernatural",Special,1.0,6.1,930.0
6425,6425,2775,genocyber,"Action, Horror, Mecha, Psychological, Sci-Fi",OVA,5.0,6.12,12158.0
6426,6426,4917,ginga tansa 2100 nen border planet,Sci-Fi,Special,1.0,6.12,336.0
6427,6427,881,green green ova,"Comedy, Ecchi, Romance, School",OVA,1.0,6.12,21620.0
6428,6428,1284,houma hunter lime,"Comedy, Fantasy",OVA,3.0,6.12,945.0
6429,6429,9978,kyouryuu tankentai born free,"Action, Sci-Fi",TV,25.0,6.12,236.0
6430,6430,2305,mobile suit sd gundam mk iii,"Mecha, Parody, Sci-Fi",OVA,6.0,6.12,1805.0
6431,6431,23099,puchitto gargantia special,"Comedy, Mecha, Sci-Fi",Special,1.0,6.12,1786.0
6432,6432,23621,sagashita no wa oheya mitsuketa no wa mirai,"Romance, Slice of Life",ONA,1.0,6.12,204.0
6433,6433,1167,samurai gun,"Action, Historical, Seinen",TV,12.0,6.12,5381.0
6434,6434,5027,stitch ,"Adventure, Comedy, Kids",TV,25.0,6.12,2569.0
6435,6435,18205,world fool news tv ,"Comedy, Slice of Life",TV,12.0,6.12,999.0
6436,6436,9829,yonimo osoroshii nihon mukashibanashi,"Dementia, Horror, Psychological",OVA,3.0,6.12,655.0
6437,6437,23825,ys iv the dawn of ys,"Action, Adventure, Fantasy, Game",Special,1.0,6.12,237.0
6438,6438,12665,yuru yuri doushite tomaranai tokimeki dokidoki paradox eternal,Comedy,Special,1.0,6.13,12967.0
6439,6439,3080,anime tenchou,"Action, Parody",OVA,1.0,6.11,6066.0
6440,6440,8921,believe,"Action, Music, Super Power",Music,1.0,6.11,616.0
